timestamp,Actual Load,country
2022-12-18 00:00:00+01:00,429813.0,SE
2022-12-19 00:00:00+01:00,460571.0,SE
2022-12-20 00:00:00+01:00,423240.0,SE
2022-12-21 00:00:00+01:00,413793.0,SE
2022-12-22 00:00:00+01:00,404601.0,SE
2022-12-23 00:00:00+01:00,417430.0,SE
2022-12-24 00:00:00+01:00,427991.0,SE
2022-12-25 00:00:00+01:00,405363.0,SE
2022-12-26 00:00:00+01:00,390057.0,SE
2022-12-27 00:00:00+01:00,420532.0,SE
2022-12-28 00:00:00+01:00,434897.0,SE
2022-12-29 00:00:00+01:00,398389.0,SE
2022-12-30 00:00:00+01:00,384390.0,SE
2022-12-31 00:00:00+01:00,351301.0,SE
